OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
USGS-WA,USGS Washington Water Science Center,USGS-490009122242002,092G.008.2.2.2-AG07,Well,,17110004,,,,,49.00242500000000,-122.4068528000000,25000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,150,feet,1,feet,Interpolated from topographic map.,NGVD29,CA,96,000,,,Sumas Drift of Fraser Glaciation,Unconfined single aquifer,19971014,19,ft,19,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-490009122243101,092G.009.1.1.1-FT1-8,Well,,17110004,,,,,49.00234050000000,-122.4098818000000,25000,5,seconds,Interpolated from MAP.,NAD83,154,feet,5,feet,Interpolated from topographic map.,NGVD29,CA,96,000,,,Sumas Drift of Fraser Glaciation,Unconfined single aquifer,19911004,8,ft,40,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-490009122243102,092G.009.1.1.1-FT1-24,Well,,17110004,,,,,49.00244440000000,-122.4069028000000,25000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,150,feet,1,feet,Interpolated from topographic map.,NGVD29,CA,96,000,,,Sumas Drift of Fraser Glaciation,Unconfined single aquifer,,24,ft,40,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-490009122243103,092G.009.1.1.1-FT1-40,Well,,17110004,,,,,49.00234050000000,-122.4098818000000,25000,5,seconds,Interpolated from MAP.,NAD83,150,feet,1,feet,Interpolated from topographic map.,NGVD29,CA,96,000,,,Sumas Drift of Fraser Glaciation,Unconfined single aquifer,,40,ft,40,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-490009122243201,092G.009.1.1.1-FT1BK,Well: Test hole not completed as a well,,17110004,,,,,49.00234050000000,-122.4101595000000,,5,seconds,Interpolated from MAP.,NAD83,9999.99,feet,999,feet,Unknown.,NGVD29,CA,96,000,,,,,19980728,1,ft,1,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-490009122243301,092G.009.1.1.1-FT1CT,Well: Test hole not completed as a well,,17110004,,,,,49.00234050000000,-122.4104373000000,,5,seconds,Interpolated from MAP.,NAD83,9999.99,feet,999,feet,Unknown.,NGVD29,CA,96,000,,,,,19980728,1,ft,,,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-490009122265001,092G.008.2.1.2-AG09,Well,,17110004,,,,,49.00241389000000,-122.4481583000000,25000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,147,feet,5,feet,Interpolated from topographic map.,NGVD29,CA,96,000,,,Sumas Drift of Fraser Glaciation,Unconfined single aquifer,19971015,24,ft,24,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-490010122143901,092G.009.2.2.1-03,Well,,17110001,,,,,49.00262215000000,-122.2454299000000,25000,5,seconds,Interpolated from MAP.,NAD83,30,feet,25,feet,Interpolated from topographic map.,NGVD29,CA,96,000,,,Sumas Drift of Fraser Glaciation,,19750306,78,ft,78,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-490010122220901,092G.009.1.1.2-HAMM,Well,,17110004,,,,,49.00261920000000,-122.3704355000000,25000,5,seconds,Interpolated from MAP.,NAD83,168,feet,5,feet,Interpolated from topographic map.,NGVD29,CA,96,000,,,,,,40,ft,,,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-490010122223101,092G.009.1.1.2-AG08,Well,,17110004,,,,,49.00245556000000,-122.3765722000000,25000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,160,feet,1,feet,Interpolated from topographic map.,NGVD29,CA,96,000,,,Sumas Drift of Fraser Glaciation,Unconfined single aquifer,19971015,39,ft,39,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-490010122225601,092G.009.1.1.1-94LEH,Well,,17110004,,,,,49.00261890000000,-122.3834917000000,25000,5,seconds,Interpolated from MAP.,NAD83,160,feet,5,feet,Interpolated from topographic map.,NGVD29,CA,96,000,,,,,,75,ft,,,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-490011122181001,092G.009.1.1.2-94SH29,Well,,17110001,,,,,49.00289859000000,-122.3040436000000,25000,5,seconds,Interpolated from MAP.,NAD83,140,feet,5,feet,Interpolated from topographic map.,NGVD29,CA,96,000,,,Sumas Drift of Fraser Glaciation,,19940218,95,ft,97,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-490011122193201,092G.009.1.2.1-ABB4,Well,,17110001,,,,,49.00261389000000,-122.3270917000000,25000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,213,feet,25,feet,Interpolated from topographic map.,NGVD29,CA,96,000,,,Sumas Drift of Fraser Glaciation,Unconfined single aquifer,19880323,96,ft,96,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-490011122213301,092G.009.1.1.2-29,Well,,17110004,,,,,49.00289726000000,-122.3604350000000,25000,5,seconds,Interpolated from MAP.,NAD83,166,feet,25,feet,Interpolated from topographic map.,NGVD29,CA,96,000,,,Sumas Drift of Fraser Glaciation,,19850828,48,ft,55,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-490011122243201,092G.008.2.2.2-15,Well,,17110004,,,,,49.00289609000000,-122.4101596000000,25000,5,seconds,Interpolated from MAP.,NAD83,148,feet,5,feet,Interpolated from topographic map.,NGVD29,CA,96,000,,,Sumas Drift of Fraser Glaciation,,19781013,70,ft,70,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-490012122240001,092G.009.1.1.1-FT7-22,Well,,17110004,,,,,49.00250830000000,-122.3999278000000,,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,150,feet,1,feet,Interpolated from topographic map.,NGVD29,CA,96,000,,,Glacio-Fluviatile,,,22,ft,,,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-490012122240002,092G.009.1.1.1-FT7-32,Well,,17110004,,,,,49.00317408000000,-122.4012703000000,,5,seconds,Interpolated from MAP.,NAD83,150,feet,1,feet,Interpolated from topographic map.,NGVD29,CA,96,000,,,Glacio-Fluviatile,,,32,ft,,,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-490012122240003,092G.009.1.1.1-FT7-56,Well,,17110004,,,,,49.00250830000000,-122.3999278000000,,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,150,feet,1,feet,Interpolated from topographic map.,NGVD29,CA,96,000,,,Glacio-Fluviatile,,,56,ft,,,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-490012122263601,092G.008.2.2.1-04,Well,,17110004,,,,,49.00317306000000,-122.4446056000000,25000,5,seconds,Interpolated from MAP.,NAD83,150,feet,5,feet,Interpolated from topographic map.,NGVD29,CA,96,000,,,Everson Interstade of Fraser Glaciation,,19811015,160,ft,160,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-490013122181001,092G.009.1.2.2-32,Well,,17110001,,,,,49.00345415000000,-122.3040436000000,25000,5,seconds,Interpolated from MAP.,NAD83,140,feet,25,feet,Interpolated from topographic map.,NGVD29,CA,96,000,,,Everson Interstade of Fraser Glaciation,,19840315,160,ft,,,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-490017122273601,092G.008.2.1.2-03,Well,,17110004,,,,,49.00456158000000,-122.4612730000000,25000,5,seconds,Interpolated from MAP.,NAD83,180,feet,10,feet,Interpolated from topographic map.,NGVD29,CA,96,000,,,Everson Interstade of Fraser Glaciation,,19860815,39,ft,39,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-490017122282101,092G.008.2.1.2-04,Well,,17110004,,,,,49.00456129000000,-122.4737735000000,25000,5,seconds,Interpolated from MAP.,NAD83,154,feet,5,feet,Interpolated from topographic map.,NGVD29,CA,96,000,,,Sumas Drift of Fraser Glaciation,,19830216,52,ft,255,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-490020117342000,PEND D OREILLE RIVER LB,Stream,,17010216,,,,,49.00797456000000,-117.5735848000000,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,CA,96,000,,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-490020122213201,092G.009.1.1.2-ABB2,Well,,17110004,,,,,49.00547500000000,-122.3603333000000,25000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,167,feet,25,feet,Interpolated from topographic map.,NGVD29,CA,96,000,,,Sumas Drift of Fraser Glaciation,Unconfined single aquifer,19880318,25,ft,25,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-490021122241901,FT-2-10,Well,,17110004,,,,,49.00567400000000,-122.4065483000000,,5,seconds,Interpolated from MAP.,NAD83,142.48,feet,.01,feet,Level or other surveyed method.,NGVD29,CA,96,000,,,,,,9.90,ft,9.90,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-490022122201201,092G.009.1.2.1-99,Well,,17110004,,,,,49.00595340000000,-122.3379340000000,25000,5,seconds,Interpolated from MAP.,NAD83,190,feet,25,feet,Interpolated from topographic map.,NGVD29,CA,96,000,,,Sumas Drift of Fraser Glaciation,,19880322,58,ft,58,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-490022122264401,092G.008.2.2.1-03,Well,,17110004,,,,,49.00595080000000,-122.4468279000000,25000,5,seconds,Interpolated from MAP.,NAD83,150,feet,5,feet,Interpolated from topographic map.,NGVD29,CA,96,000,,,Sumas Drift of Fraser Glaciation,,19780331,100,ft,100,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-490023122185701,092G.009.1.2.2-46,Well,,17110001,,,,,49.00623167000000,-122.3170998000000,25000,5,seconds,Interpolated from MAP.,NAD83,260,feet,25,feet,Interpolated from topographic map.,NGVD29,CA,96,000,,,Sumas Drift of Fraser Glaciation,,19861201,179,ft,,,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-490023122252901,092G.009.1.1.1-91-13,Well,,17110004,,,,,49.00586110000000,-122.4264806000000,25000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,152,feet,5,feet,Interpolated from topographic map.,NGVD29,CA,96,000,,,Sumas Drift of Fraser Glaciation,,19910531,66,ft,95,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-490023122253002,092G.009.1.1.1-91-15,Well,,17110004,,,,,49.00586940000000,-122.4265278000000,25000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,152,feet,5,feet,Interpolated from topographic map.,NGVD29,CA,96,000,,,Sumas Drift of Fraser Glaciation,,19910531,32,ft,39,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-490023122292601,092G.008.2.1.1-02,Well,,17110004,,,,,49.00622756000000,-122.4918299000000,25000,5,seconds,Interpolated from MAP.,NAD83,164,feet,5,feet,Interpolated from topographic map.,NGVD29,CA,96,000,,,Everson Interstade of Fraser Glaciation,,19861015,164,ft,164,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-490024122321401,092G.008.1.2.3-10,Well,,17110004,,,,,49.02317145000000,-122.5384987000000,25000,5,seconds,Interpolated from MAP.,NAD83,250,feet,5,feet,Interpolated from topographic map.,NGVD29,CA,96,000,,,Everson Interstade of Fraser Glaciation,,19770809,230,ft,230,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-490030122221501,092G.009.1.1.2-12 (a),Well,,17110004,,,,,49.00817485000000,-122.3721023000000,25000,5,seconds,Interpolated from MAP.,NAD83,167.63,feet,.01,feet,Level or other surveyed method.,NGVD29,CA,96,000,,,Sumas Drift of Fraser Glaciation,,19880316,55,ft,75,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-490030122221502,092G.009.1.1.2-12 (b),Well,,17110004,,,,,49.00817485000000,-122.3721023000000,25000,5,seconds,Interpolated from MAP.,NAD83,167.63,feet,.01,feet,Level or other surveyed method.,NGVD29,CA,96,000,,,Sumas Drift of Fraser Glaciation,,19880316,75,ft,75,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-490030122225301,092G.009.1.1.1-07 BC-B-55,Well,,17110004,,,,,49.00967778000000,-122.3819333000000,25000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,160,feet,10,feet,Interpolated from topographic map.,NGVD29,CA,96,000,,,Sumas Drift of Fraser Glaciation,,19880324,55,ft,75,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-490030122225302,092G.009.1.1.1-07 BC-B-75,Well,,17110004,,,,,49.00967778000000,-122.3819333000000,25000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,160,feet,10,feet,Interpolated from topographic map.,NGVD29,CA,96,000,,,Sumas Drift of Fraser Glaciation,,19880324,75,ft,75,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-490031122162801,092G.009.2.1.2-24,Well,,17110001,,,,,49.00845490000000,-122.2757090000000,25000,5,seconds,Interpolated from MAP.,NAD83,45,feet,25,feet,Interpolated from topographic map.,NGVD29,CA,96,000,,,Sumas Drift of Fraser Glaciation,,19811006,119,ft,119,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-490031122221501,092G.009.1.1.2-11 BC-C-25,Well,,17110004,,,,,49.00967778000000,-122.3711667000000,25000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,167.51,feet,.01,feet,Level or other surveyed method.,NGVD29,CA,96,000,,,Sumas Drift of Fraser Glaciation,,19880316,25,ft,35,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-490031122221502,092G.009.1.1.2-11,Well,,17110004,,,,,49.00845260000000,-122.3721023000000,25000,5,seconds,Interpolated from MAP.,NAD83,167.51,feet,.01,feet,Level or other surveyed method.,NGVD29,CA,96,000,,,Sumas Drift of Fraser Glaciation,,19880316,35,ft,35,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-490031122225301,092G.009.1.1.1-06 BC-B-20,Well,,17110004,,,,,49.00967778000000,-122.3819333000000,25000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,160,feet,10,feet,Interpolated from topographic map.,NGVD29,CA,96,000,,,Sumas Drift of Fraser Glaciation,,19880324,20,ft,35,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-490031122225302,092G.009.1.1.1-06  BC-B-35,Well,,17110004,,,,,49.00845239000000,-122.3826583000000,25000,5,seconds,Interpolated from MAP.,NAD83,160,feet,10,feet,Interpolated from topographic map.,NGVD29,CA,96,000,,,Sumas Drift of Fraser Glaciation,,,35,ft,,,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-490032122241601,FT-3-26,Well,,17110004,,,,,49.00872960000000,-122.4057149000000,,5,seconds,Interpolated from MAP.,NAD83,145.99,feet,.01,feet,Level or other surveyed method.,NGVD29,CA,96,000,,,Sumas Drift of Fraser Glaciation,,,25.98,ft,25.98,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-490033122162801,092G.009.2.1.2-98,Well,,17110001,,,,,49.00901047000000,-122.2757090000000,25000,5,seconds,Interpolated from MAP.,NAD83,9999.99,feet,999,feet,Unknown.,NGVD29,CA,96,000,,,Sumas Drift of Fraser Glaciation,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-490034122312901,092G.008.1.2.2-01,Well,,17110004,,,,,49.00928250000000,-122.5259980000000,25000,5,seconds,Interpolated from MAP.,NAD83,205,feet,5,feet,Interpolated from topographic map.,NGVD29,CA,96,000,,,Everson Interstade of Fraser Glaciation,,19740822,39,ft,39,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-490034122320201,092G.008.1.2.1-03,Well,,17110004,,,,,49.00928239000000,-122.5351652000000,25000,5,seconds,Interpolated from MAP.,NAD83,220,feet,5,feet,Interpolated from topographic map.,NGVD29,CA,96,000,,,Everson Interstade of Fraser Glaciation,,,99,ft,99,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-490036122164101,092G.009.2.1.1-37,Well,,17110001,,,,,49.00984370000000,-122.2793203000000,25000,5,seconds,Interpolated from MAP.,NAD83,50,feet,25,feet,Interpolated from topographic map.,NGVD29,CA,96,000,,,Sumas Drift of Fraser Glaciation,,19811007,112,ft,112,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-490036122164401,092G.009.2.1.1-38,Well,,17110001,,,,,49.00984370000000,-122.2801537000000,25000,5,seconds,Interpolated from MAP.,NAD83,50,feet,25,feet,Interpolated from topographic map.,NGVD29,CA,96,000,,,Sumas Drift of Fraser Glaciation,,19821123,133,ft,133,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-490036122240601,092G.008.2.2.2-12,Well,,17110004,,,,,49.00984080000000,-122.4029370000000,25000,5,seconds,Interpolated from MAP.,NAD83,152,feet,5,feet,Interpolated from topographic map.,NGVD29,CA,96,000,,,Sumas Drift of Fraser Glaciation,,19781012,80,ft,80,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-490036122292901,092G.008.2.1.1-04,Well,,17110004,,,,,49.00983869000000,-122.4934967000000,25000,5,seconds,Interpolated from MAP.,NAD83,180,feet,5,feet,Interpolated from topographic map.,NGVD29,CA,96,000,,,Everson Interstade of Fraser Glaciation,,19840109,68,ft,68,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-490039122241401,FT-4-12,Well,,17110004,,,,,49.01067410000000,-122.4051593000000,,5,seconds,Interpolated from MAP.,NAD83,148.95,feet,.01,feet,Level or other surveyed method.,NGVD29,CA,96,000,,,,,,12,ft,12,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-490040122240401,092G.008.2.2.2-91-11,Well,,17110004,,,,,49.00769167000000,-122.4031333000000,,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,153,feet,5,feet,Interpolated from topographic map.,NGVD29,CA,96,000,,,Sumas Drift of Fraser Glaciation,,19910530,63,ft,95,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-490040122240501,092G.008.2.2.2-91-12,Well,,17110004,,,,,49.00769167000000,-122.4031694000000,,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,153,feet,5,feet,Interpolated from topographic map.,NGVD29,CA,96,000,,,Sumas Drift of Fraser Glaciation,,19910530,42,ft,51,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-490040122321501,092G.008.1.2.1-02,Well,,17110004,,,,,49.01094900000000,-122.5387765000000,25000,5,seconds,Interpolated from MAP.,NAD83,230,feet,5,feet,Interpolated from topographic map.,NGVD29,CA,96,000,,,Everson Interstade of Fraser Glaciation,,19760513,109,ft,109,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-490040122321502,092G.008.1.2.1.3,Well,,17110004,,,,,49.01094900000000,-122.5387765000000,,1,seconds,Interpolated from MAP.,NAD83,290,feet,10,feet,Interpolated from topographic map.,NGVD29,CA,96,000,,,,,20021210,10,ft,10,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-490042122200701,092G.009.1.2.1-23,Well,,17110004,,,,,49.01150908000000,-122.3365451000000,25000,5,seconds,Interpolated from MAP.,NAD83,190,feet,25,feet,Interpolated from topographic map.,NGVD29,CA,96,000,,,Sumas Drift of Fraser Glaciation,,19800328,161,ft,161,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-490042122241001,092G.008.2.2.2-99 ABB1,Well,,17110004,,,,,49.00829440000000,-122.4041806000000,25000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,150,feet,5,feet,Interpolated from topographic map.,NGVD29,CA,96,000,,,Sumas Drift of Fraser Glaciation,Unconfined single aquifer,19880316,26,ft,26,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-490043122200201,092G.009.1.2.3-39,Well,,17110004,,,,,49.01178689000000,-122.3351562000000,25000,5,seconds,Interpolated from MAP.,NAD83,193,feet,25,feet,Interpolated from topographic map.,NGVD29,CA,96,000,,,Sumas Drift of Fraser Glaciation,,19560508,81,ft,,,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-490043122210701,092G.009.1.1.4-10,Well,,17110004,,,,,49.01178647000000,-122.3532126000000,25000,5,seconds,Interpolated from MAP.,NAD83,180,feet,25,feet,Interpolated from topographic map.,NGVD29,CA,96,000,,,Sumas Drift of Fraser Glaciation,,19710903,41,ft,41,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-490043122240501,092G.008.2.2.2-10,Well,,17110004,,,,,49.01178530000000,-122.4026592000000,25000,5,seconds,Interpolated from MAP.,NAD83,152,feet,5,feet,Interpolated from topographic map.,NGVD29,CA,96,000,,,Everson Interstade of Fraser Glaciation,,19820528,220,ft,220,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-490043122240502,092G.008.2.2.2-11,Well,,17110004,,,,,49.01178530000000,-122.4026592000000,25000,5,seconds,Interpolated from MAP.,NAD83,152,feet,5,feet,Interpolated from topographic map.,NGVD29,CA,96,000,,,Sumas Drift of Fraser Glaciation,,1978,50,ft,50,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-490046122195301,092G.009.1.2.3-99,Well,,17110004,,,,,49.01262030000000,-122.3326560000000,25000,5,seconds,Interpolated from MAP.,NAD83,200,feet,25,feet,Interpolated from topographic map.,NGVD29,CA,96,000,,,Sumas Drift of Fraser Glaciation,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-490046122213301,092G.009.1.1.4-99,Well,,17110004,,,,,49.01261960000000,-122.3604350000000,25000,5,seconds,Interpolated from MAP.,NAD83,180,feet,25,feet,Interpolated from topographic map.,NGVD29,CA,96,000,,,Sumas Drift of Fraser Glaciation,,19880329,30,ft,30,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-490052122280801,092G.008.2.1.4-01,Well,,17110004,,,,,49.01428376000000,-122.4701623000000,25000,5,seconds,Interpolated from MAP.,NAD83,291,feet,5,feet,Interpolated from topographic map.,NGVD29,CA,96,000,,,Everson Interstade of Fraser Glaciation,,197604,102,ft,102,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-490053122241101,FT-5-12,Well,,17110004,,,,,49.01456309000000,-122.4043260000000,,5,seconds,Interpolated from MAP.,NAD83,151.90,feet,.01,feet,Level or other surveyed method.,NGVD29,CA,96,000,,,,,,14,ft,14,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-490053122241102,FT-5-25,Well,,17110004,,,,,49.01456309000000,-122.4043260000000,,5,seconds,Long range navigation system.,NAD83,151.90,feet,5,feet,Level or other surveyed method.,NGVD29,CA,96,000,,,Sumas Drift of Fraser Glaciation,Unconfined single aquifer,19911018,25,ft,25,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-490053122241201,FT-5-BK,Well: Test hole not completed as a well,,17110004,,,,,49.01456309000000,-122.4046038000000,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,CA,96,000,,,,,19980728,1,ft,,,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-490053122241301,FT-5-CT,Well: Test hole not completed as a well,,17110004,,,,,49.01456308000000,-122.4048816000000,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,CA,96,000,,,,,19980728,1,ft,,,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-490053122260001,092G.008.2.2.3-03,Well,,17110004,,,,,49.01456238000000,-122.4346051000000,25000,5,seconds,Interpolated from MAP.,NAD83,210,feet,5,feet,Interpolated from topographic map.,NGVD29,CA,96,000,,,Sumas Drift of Fraser Glaciation,,19741220,60,ft,60,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-490058122163201,092G.009.2.1.3-41,Well,,17110001,,,,,49.01595500000000,-122.2768202000000,25000,5,seconds,Interpolated from MAP.,NAD83,150,feet,25,feet,Interpolated from topographic map.,NGVD29,CA,96,000,,,Sumas Drift of Fraser Glaciation,,19811004,220,ft,220,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-490100122221501,092G.009.1.1.4-19 BC-A-55  (PA-55),Well,,17110004,,,,,49.01650830000000,-122.3721023000000,25000,5,seconds,Interpolated from MAP.,NAD83,170,feet,25,feet,Interpolated from topographic map.,NGVD29,CA,96,000,,,Sumas Drift of Fraser Glaciation,,19880225,55,ft,,,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-490100122221502,092G.009.1.1.4-19 BC-A-75  (PA-75),Well,,17110004,,,,,49.01558330000000,-122.3710528000000,25000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,170,feet,25,feet,Interpolated from topographic map.,NGVD29,CA,96,000,,,Sumas Drift of Fraser Glaciation,Unconfined single aquifer,19880225,75,ft,75,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-490100122292901,092G.008.2.1.3-08,Well,,17110004,,,,,49.01650549000000,-122.4926633000000,25000,5,seconds,Interpolated from MAP.,NAD83,240,feet,5,feet,Interpolated from topographic map.,NGVD29,CA,96,000,,,Everson Interstade of Fraser Glaciation,,19861120,302,ft,302,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-490101122221501,092G.009.1.1.4-18 BC-A-25,Well,,17110004,,,,,49.01558330000000,-122.3710528000000,25000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,170,feet,10,feet,Interpolated from topographic map.,NGVD29,CA,96,000,,,Sumas Drift of Fraser Glaciation,,,25,ft,,,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-490101122221502,092G.009.1.1.4-18,Well,,17110004,,,,,49.01678610000000,-122.3721023000000,25000,5,seconds,Interpolated from MAP.,NAD83,170,feet,10,feet,Interpolated from topographic map.,NGVD29,CA,96,000,,,Sumas Drift of Fraser Glaciation,,,35,ft,,,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-490102122171401,092G.009.2.1.3-47,Well,,17110001,,,,,49.01706585000000,-122.2884874000000,25000,5,seconds,Interpolated from MAP.,NAD83,175,feet,10,feet,Interpolated from topographic map.,NGVD29,CA,96,000,,,Sumas Drift of Fraser Glaciation,,19720704,87,ft,87,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-490102122204301,092G.009.1.2.3-59,Well,,17110004,,,,,49.01706449000000,-122.3465456000000,25000,5,seconds,Interpolated from MAP.,NAD83,180,feet,25,feet,Interpolated from topographic map.,NGVD29,CA,96,000,,,Sumas Drift of Fraser Glaciation,,19770531,84,ft,,,NWIS
